'attribute_id','attribute_name','openml_dataset_id','dataset_name','distinct_values_cnt','distinct_values_pct','missing_values_pct','val_size_min','val_size_max','val_size_avg','val_size_std','val_pct_min','val_pct_max','val_pct_median','val_pct_std'
489,'SPAN',17,'bridges',3,0.0280374,0.140187,4,6,5,1,9.78,57.61,32.61,23.9232
490,'REL-L',17,'bridges',3,0.0280374,0.046729,1,3,1.66667,1.1547,14.71,55.88,29.41,20.8635
491,'TYPE',17,'bridges',6,0.0560748,0.0186916,4,8,6,1.78885,9.52,41.9,11.43,12.528
492,'att1',18,'mfeat-morphological',3,0.0015,0,1,1,1,0,9.6,60.35,30.05,25.5338
493,'att2',18,'mfeat-morphological',7,0.0035,0,1,1,1,0,0.05,32.55,19.35,13.0556
494,'att3',18,'mfeat-morphological',6,0.003,0,1,1,1,0,0.05,44.45,6.575,21.2953
498,'class',18,'mfeat-morphological',10,0.005,0,1,2,1.1,0.316228,10,10,10,0
499,'IDENTIF',19,'bridges',107,1,0,2,5,3.00926,0.442917,0,0.93,0.93,0.0894893
500,'RIVER',19,'bridges',4,0.0373832,0,1,1,1,0,2.8,44.86,26.17,19.8766
502,'ERECTED',19,'bridges',4,0.0373832,0,6,8,6.5,1,14.02,49.53,18.225,16.5129
503,'PURPOSE',19,'bridges',4,0.0373832,0,2,8,5.25,2.75379,0.93,66.36,16.355,30.3192
504,'LENGTH',19,'bridges',3,0.0280374,0.242991,4,6,5,1,14.81,59.26,25.93,23.1313
505,'LANES',19,'bridges',4,0.0373832,0.140187,1,1,1,0,4.35,66.3,14.675,29.2035
506,'CLEAR-G',19,'bridges',2,0.0186916,0.0186916,1,1,1,0,24.76,75.24,50,35.6947
507,'T-OR-D',19,'bridges',2,0.0186916,0.046729,4,7,5.5,2.12132,14.71,85.29,50,49.9076
508,'MATERIAL',19,'bridges',3,0.0280374,0.0186916,4,5,4.33333,0.57735,10.48,74.29,15.24,35.5464
509,'SPAN',19,'bridges',3,0.0280374,0.140187,4,6,5,1,9.78,57.61,32.61,23.9232
510,'REL-L',19,'bridges',3,0.0280374,0.046729,1,3,1.66667,1.1547,14.71,55.88,29.41,20.8635
511,'TYPE',19,'bridges',6,0.0560748,0.0186916,4,8,6,1.78885,9.52,41.9,11.43,12.528
512,'att1',20,'mfeat-pixel',6,0.003,0,1,1,1,0,1.45,81.95,4.55,32.0277
513,'att2',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.05,65.55,5.8,22.7733
514,'att3',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.6,49.75,9.3,16.3856
515,'att4',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,5.9,34.85,7.25,11.1471
516,'att5',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4.55,31.7,6.85,11.3713
517,'att6',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.55,35.85,11.35,11.5637
518,'att7',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.05,43.15,7.15,14.7601
519,'att8',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.95,42.55,9.95,14.2655
520,'att9',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.7,42.1,8.15,14.3184
521,'att10',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.5,37.6,11.2,12.3572
522,'att11',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4.4,32.8,6.75,11.2521
523,'att12',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,5.6,33.75,7.8,10.8001
524,'att13',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.45,48.95,7.5,16.0307
525,'att14',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.5,64.15,5.6,22.1173
526,'att15',20,'mfeat-pixel',6,0.003,0,1,1,1,0,1,81.15,5.075,31.6541
527,'att16',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.15,69,6.25,24.2208
528,'att17',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.3,47.1,5.35,17.1438
529,'att18',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.2,47.95,4.7,18.2471
530,'att19',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.9,62.95,3.25,22.6844
531,'att20',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.5,72.75,2,26.3226
532,'att21',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,0.85,76.6,2.65,27.722
533,'att22',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.15,79.6,2.55,28.8991
534,'att23',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,0.75,80.9,3.2,29.4429
535,'att24',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1,82,2.25,29.9737
536,'att25',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,0.65,78.55,2.5,28.5719
537,'att26',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.45,73.1,2.2,26.4152
538,'att27',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.1,62.65,2.8,22.6623
539,'att28',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2,47.8,4.85,18.4453
540,'att29',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.9,48.25,5.25,17.7702
541,'att30',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.6,69.35,5.8,24.3769
542,'att31',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.1,66.75,6.35,23.2758
543,'att32',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.8,42.9,4.2,17.2688
544,'att33',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.1,53.2,3.8,19.946
545,'att34',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.15,60.45,4,21.6871
546,'att35',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.75,55.65,5.8,18.8354
547,'att36',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4.6,46.9,8.55,14.8864
548,'att37',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4.9,41.3,7.85,12.7751
549,'att38',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,5.85,41.55,7.85,12.9474
550,'att39',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4.75,46.95,7.8,15.2152
551,'att40',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.6,54,5.5,18.2341
552,'att41',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.9,61.75,4.2,21.8727
553,'att42',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.55,59.7,3.1,21.7611
554,'att43',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.45,50.8,3.15,19.9955
555,'att44',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.2,47.25,4.4,17.987
556,'att45',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.4,68.75,6.25,24.1127
557,'att46',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.8,66.9,4.05,23.4047
558,'att47',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2,46.1,2.8,19.9036
559,'att48',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.4,55.15,1.9,22.1205
560,'att49',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.15,57.3,3,21.2681
561,'att50',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.85,45.95,5.6,16.8629
562,'att51',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.95,39.5,7.2,15.3901
563,'att52',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.95,50.15,4.8,18.535
564,'att53',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3,52.35,3.95,19.4506
565,'att54',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.9,47.7,4.4,18.5556
566,'att55',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.7,40.8,5,17.0209
567,'att56',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.85,52.7,3.75,19.9909
568,'att57',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.35,56.45,2.55,21.8135
569,'att58',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.3,49.3,2.7,20.9699
570,'att59',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.55,51.8,3.3,20.152
571,'att60',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.3,71.7,3.85,25.4232
572,'att61',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.5,65.15,4.65,22.6111
573,'att62',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.8,44.7,2.65,19.8343
574,'att63',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.8,55.7,2.2,21.7275
575,'att64',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.85,58.95,4,21.4119
576,'att65',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3,50.3,5.25,18.0159
577,'att66',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.85,38.55,5.55,16.4007
578,'att67',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.8,48.3,3.95,18.7294
579,'att68',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.7,49.95,4.1,19.0738
580,'att69',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.1,46.25,3.95,18.3766
581,'att70',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.9,42.35,4.4,17.3742
582,'att71',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.75,51.5,3.9,19.1152
583,'att72',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.75,56.15,3.25,21.0586
584,'att73',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.8,48.15,2.95,20.2531
585,'att74',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.35,52.2,3,20.1241
586,'att75',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.9,73.4,3.25,26.1986
587,'att76',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.65,69.3,5.65,24.3702
588,'att77',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.65,44.3,5.05,17.922
589,'att78',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.3,54.7,2.95,20.8287
590,'att79',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.95,60.95,3.15,21.8809
591,'att80',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.3,57.7,4.95,20.4662
592,'att81',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.75,47.4,4.45,17.9706
593,'att82',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.65,42.65,3.05,19.0306
594,'att83',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.15,42.5,3.85,18.3553
595,'att84',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.9,43.15,3.4,18.5612
596,'att85',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.6,49.8,3.75,18.8992
597,'att86',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.45,59.75,3.25,21.7654
598,'att87',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.75,61,3.35,22.2015
599,'att88',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.05,51.1,3.5,19.8093
600,'att89',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.75,47.7,4.35,18.085
601,'att90',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.9,74.65,3.8,26.677
602,'att91',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.95,74.55,4.85,26.6427
603,'att92',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.8,46.2,4.95,17.2911
604,'att93',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.9,51.6,3.1,19.6824
605,'att94',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.05,60.45,3.65,21.805
606,'att95',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.75,60.9,3.75,21.8343
607,'att96',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.4,52.55,4.2,19.3926
608,'att97',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.95,45.25,4.5,17.665
609,'att98',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4.2,43.15,4.9,16.6595
610,'att99',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.8,47.7,4.4,17.8773
611,'att100',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.1,54.95,4.95,19.4382
612,'att101',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2,65.1,4.3,23.2055
613,'att102',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.75,66,2.95,23.741
614,'att103',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.65,55.2,4.1,20.4665
615,'att104',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.65,44.65,4.95,17.0597
616,'att105',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.3,75.25,4.35,26.963
617,'att106',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.65,76.4,4,27.4349
618,'att107',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.65,49.95,4.95,18.261
619,'att108',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.9,48.7,3.45,19.3526
620,'att109',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.9,56.35,3.35,20.6091
621,'att110',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.55,56.35,4.35,20.4123
622,'att111',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.45,47.7,5.25,17.5351
623,'att112',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,4,43,5.3,16.5498
624,'att113',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.75,42.75,5.35,16.5156
625,'att114',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.3,50.05,4.45,18.446
626,'att115',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.1,57.45,5.45,20.0091
627,'att116',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.95,68.35,4.05,24.1794
628,'att117',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.65,69,3.25,24.6227
629,'att118',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.8,57.45,3.85,20.7143
630,'att119',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.55,42.85,5.45,16.9448
631,'att120',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.15,72.5,4.15,25.7591
632,'att121',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.8,75.3,4.7,26.9564
633,'att122',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3,52.85,3.7,19.2321
634,'att123',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.1,44.2,3.25,19.3701
635,'att124',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.65,49.1,3.45,19.2432
636,'att125',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.5,47,4.65,18.0505
637,'att126',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.9,39,5.05,15.9944
638,'att127',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.55,40.45,4.5,16.7748
639,'att128',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.05,40.3,4.45,17.3409
640,'att129',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.1,47.55,4.05,18.4086
641,'att130',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.4,55.1,4.65,19.1557
642,'att131',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.2,67.05,5.25,23.5034
643,'att132',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.75,70.75,4.05,25.2721
644,'att133',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.55,60.6,3.55,21.812
645,'att134',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.7,39.5,5.05,17.1335
646,'att135',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.55,68.2,5.6,23.8997
647,'att136',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.7,74.5,4,26.6258
648,'att137',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.3,55.55,3,20.6818
649,'att138',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,1.85,47.85,2.25,20.8097
650,'att139',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.45,44,2.75,19.8417
651,'att140',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,2.8,41.65,4.35,17.6553
652,'att141',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.7,45.95,4.6,16.9553
653,'att142',20,'mfeat-pixel',7,0.0035,0,1,1,1,0,3.5,49.8,3.85,18.6731
